date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:28:05	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1702216509-ssl-df	https://minfotailwind.netlify.app/mycv.pdf	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/mycv.7.delayed	(from https://minfotailwind.netlify.app/?version=light)
13:28:06	108761/108761	---M--	200	added ('OK')	image/png	etag:%22a4307898c0b4dfeab5fb1caa5bcdcbe9-ssl%22	https://minfotailwind.netlify.app/assets/img/hero-img-1.png	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/hero-img-1.png	(from https://minfotailwind.netlify.app/?version=light)
13:28:06	59224/59224	---M--	200	added ('OK')	image/png	etag:%226bd4a25786316305b39dfdebd552328a-ssl%22	https://minfotailwind.netlify.app/assets/img/hero-img-2.png	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/hero-img-2.png	(from https://minfotailwind.netlify.app/?version=light)
13:28:07	6676/6676	---MCZ	200	added ('OK')	image/svg+xml	etag:%22a4fe7615694d15d5077f5c2b0873b4b9-ssl-df%22	https://minfotailwind.netlify.app/assets/img/partners/logo1.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/partners/logo1.svg	(from https://minfotailwind.netlify.app/?version=light)
13:28:07	3343/3343	---MCZ	200	added ('OK')	image/svg+xml	etag:%22b65b729c758f88b29eb0fa54ef7e6168-ssl-df%22	https://minfotailwind.netlify.app/assets/img/partners/logo2.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/partners/logo2.svg	(from https://minfotailwind.netlify.app/?version=light)
13:28:08	4555/4555	---MCZ	200	added ('OK')	image/svg+xml	etag:%220c3872cb9a391bf80b378e6f33ed8675-ssl-df%22	https://minfotailwind.netlify.app/assets/img/partners/logo3.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/partners/logo3.svg	(from https://minfotailwind.netlify.app/?version=light)
13:28:08	3814/3814	---MCZ	200	added ('OK')	image/svg+xml	etag:%225de11418c9e58fac9ea4c121df9f96e9-ssl-df%22	https://minfotailwind.netlify.app/assets/img/partners/logo4.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/partners/logo4.svg	(from https://minfotailwind.netlify.app/?version=light)
13:28:09	1056/1056	---M-Z	200	added ('OK')	image/svg+xml	etag:%228e5cd7647c8ce5dd46721dbd386e0672-ssl-df%22	https://minfotailwind.netlify.app/assets/img/skill/figma.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/skill/figma.svg	(from https://minfotailwind.netlify.app/?version=light)
13:28:09	710/710	---M--	200	added ('OK')	image/svg+xml	etag:%2248da03fe4a621b050706f7e552b57315-ssl%22	https://minfotailwind.netlify.app/assets/img/skill/webflow.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/skill/webflow.svg	(from https://minfotailwind.netlify.app/?version=light)
13:28:09	957/957	---M--	200	added ('OK')	image/svg+xml	etag:%22ee3028406df5d32aaeee8ea80535a1c7-ssl%22	https://minfotailwind.netlify.app/assets/img/skill/tailwind.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/skill/tailwind.svg	(from https://minfotailwind.netlify.app/?version=light)
13:28:10	572/572	---M--	200	added ('OK')	image/svg+xml	etag:%22d34d97783b902cf27cd08813319d9694-ssl%22	https://minfotailwind.netlify.app/assets/img/skill/html.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/skill/html.svg	(from https://minfotailwind.netlify.app/?version=light)
13:28:10	770/770	---M--	200	added ('OK')	image/svg+xml	etag:%22d98cad408a1e7377699f6998b71a0899-ssl%22	https://minfotailwind.netlify.app/assets/img/skill/css.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/skill/css.svg	(from https://minfotailwind.netlify.app/?version=light)
13:28:11	1065/1065	---M-Z	200	added ('OK')	image/svg+xml	etag:%22650a9e840819428a4793f0e06913a0d2-ssl-df%22	https://minfotailwind.netlify.app/assets/img/skill/js.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/skill/js.svg	(from https://minfotailwind.netlify.app/?version=light)
13:28:11	7156/7156	---MCZ	200	added ('OK')	image/svg+xml	etag:%22ed86e438cd04d32bd5d0458a101f49cd-ssl-df%22	https://minfotailwind.netlify.app/assets/img/skill/jquery.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/skill/jquery.svg	(from https://minfotailwind.netlify.app/?version=light)
13:28:12	49724/49724	---MCZ	200	added ('OK')	text/html	etag:%22d47ff4db081f90186905a10c8202f230-ssl-df%22	https://minfotailwind.netlify.app/project-single	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/project-single.html	(from https://minfotailwind.netlify.app/?version=light)
13:28:13	407191/407191	---M--	200	added ('OK')	image/png	etag:%224f26d99aceec3d95d19015b74a0a126e-ssl%22	https://minfotailwind.netlify.app/assets/img/portfolio/portfolio-img1.png	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/portfolio/portfolio-img1.png	(from https://minfotailwind.netlify.app/?version=light)
13:28:13	195177/195177	---M--	200	added ('OK')	image/png	etag:%228b2fe9ac37df724e36d498bf478cfd1b-ssl%22	https://minfotailwind.netlify.app/assets/img/portfolio/portfolio-img2.png	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/portfolio/portfolio-img2.png	(from https://minfotailwind.netlify.app/?version=light)
13:28:13	52013/52013	---M--	200	added ('OK')	image/png	etag:%2263cb74b10325a51b228f3d4e638d708a-ssl%22	https://minfotailwind.netlify.app/assets/img/portfolio/portfolio-img3.png	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/portfolio/portfolio-img3.png	(from https://minfotailwind.netlify.app/?version=light)
13:28:15	66690/66690	---MCZ	200	added ('OK')	text/html	etag:%22dd77f3baa3a9c7924b588580ae3560ae-ssl-df%22	https://minfotailwind.netlify.app/article-details	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/article-details.html	(from https://minfotailwind.netlify.app/?version=light)
13:28:15	417487/417487	---M--	200	added ('OK')	image/png	etag:%2217d0e5d23e572de98c7846a523562b24-ssl%22	https://minfotailwind.netlify.app/assets/img/portfolio/portfolio-img4.png	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/portfolio/portfolio-img4.png	(from https://minfotailwind.netlify.app/?version=light)
13:28:16	1693037/1693037	---M--	200	added ('OK')	image/png	etag:%226803ab365821d712b66610d47520e91f-ssl%22	https://minfotailwind.netlify.app/assets/img/blog/article1.png	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/blog/article1.png	(from https://minfotailwind.netlify.app/?version=light)
13:28:16	12419/12419	---M--	200	added ('OK')	image/png	etag:%22d7f82a921b1b37fd7771bc4075bd09ea-ssl%22	https://minfotailwind.netlify.app/assets/img/testimonial/author1.png	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/testimonial/author1.png	(from https://minfotailwind.netlify.app/?version=light)
13:28:16	1698785/1698785	---M--	200	added ('OK')	image/png	etag:%229759a9db748b65718ef834207e88248d-ssl%22	https://minfotailwind.netlify.app/assets/img/blog/article2.png	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/blog/article2.png	(from https://minfotailwind.netlify.app/?version=light)
13:28:17	13263/13263	---M--	200	added ('OK')	image/png	etag:%228e0decd643f105fe1ae5081708cc8816-ssl%22	https://minfotailwind.netlify.app/assets/img/testimonial/author2.png	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/testimonial/author2.png	(from https://minfotailwind.netlify.app/?version=light)
13:28:17	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:%22d02571e3593c7ac903004599031cdc0e-ssl-df%22	https://minfotailwind.netlify.app/assets/js/jquery-3.6.0.min.js	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/js/jquery-3.6.0.min.js	(from https://minfotailwind.netlify.app/?version=light)
13:28:18	9028/9028	---MCZ	200	added ('OK')	application/javascript	etag:%22101ea865b0a3d0d584cae971c7d16ff1-ssl-df%22	https://minfotailwind.netlify.app/assets/js/waypoints.min.js	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/js/waypoints.min.js	(from https://minfotailwind.netlify.app/?version=light)
13:28:18	674677/674677	---MCZ	200	added ('OK')	application/javascript	etag:%2256033defe70a8dfcd0ef61f1cee9c840-ssl-df%22	https://minfotailwind.netlify.app/assets/js/tw-elements.umd.min.js	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/js/tw-elements.umd.min.js	(from https://minfotailwind.netlify.app/?version=light)
13:28:18	5532/5532	---MCZ	200	added ('OK')	application/javascript	etag:%2233fd73d03b005c05d95eac216d169e07-ssl-df%22	https://minfotailwind.netlify.app/assets/js/cd-headline.js	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/js/cd-headline.js	(from https://minfotailwind.netlify.app/?version=light)
13:28:19	2335/2335	---MCZ	200	added ('OK')	application/javascript	etag:%225ac5712cfb0959c83892e7cfb8efa42c-ssl-df%22	https://minfotailwind.netlify.app/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/js/jquery.counterup.min.js	(from https://minfotailwind.netlify.app/?version=light)
13:28:19	135529/135529	---MCZ	200	added ('OK')	application/javascript	etag:%22073d3207052eb586845cd972dcd2774a-ssl-df%22	https://minfotailwind.netlify.app/assets/js/swiper-bundle.min.js	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/js/swiper-bundle.min.js	(from https://minfotailwind.netlify.app/?version=light)
13:28:20	1418/1418	---M-Z	200	added ('OK')	application/javascript	etag:%22a373559b1e5827a1a3f44efd82764729-ssl-df%22	https://minfotailwind.netlify.app/assets/js/scrollIt.min.js	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/js/scrollIt.min.js	(from https://minfotailwind.netlify.app/?version=light)
13:28:20	4445/4445	---MCZ	200	added ('OK')	application/javascript	etag:%22d13b9be2d190d53169a19bebb12f1bec-ssl-df%22	https://minfotailwind.netlify.app/assets/js/circle-progress.min.js	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/js/circle-progress.min.js	(from https://minfotailwind.netlify.app/?version=light)
13:28:21	1978843/1978843	---M--	200	added ('OK')	image/png	etag:%22cf1ba31f345f00adf26b780cbe4fad5c-ssl%22	https://minfotailwind.netlify.app/assets/img/blog/article3.png	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/blog/article3.png	(from https://minfotailwind.netlify.app/?version=light)
13:28:21	12119/12119	---MCZ	200	added ('OK')	application/javascript	etag:%22ebe1c31019a91b5596f4ffa7d70be56c-ssl-df%22	https://minfotailwind.netlify.app/assets/js/script.js	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/js/script.js	(from https://minfotailwind.netlify.app/?version=light)
13:28:21	1736/1736	---M-Z	200	added ('OK')	application/javascript	etag:%22cc0e908c529ab5161b112e6f7c8e29b7-ssl-df%22	https://minfotailwind.netlify.app/assets/js/theme-mode.js	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/js/theme-mode.js	(from https://minfotailwind.netlify.app/?version=light)
13:28:22	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22402684adafa21983593d043e5f90b3f2-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-brands-400.eot	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:22	134294/134294	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22402684adafa21983593d043e5f90b3f2-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-brands-400d41d.eot	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:23	76728/76728	---M--	200	added ('OK')	font/woff2	etag:%22674d32b2838f5581ab69c7ec3611a653-ssl%22	https://minfotailwind.netlify.app/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-brands-400.woff2	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:24	89988/89988	---MCZ	200	added ('OK')	application/font-woff	etag:%2235e003c92fe0146df16e1d4e1f95925f-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-brands-400.woff	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:24	133988/133988	---M--	200	added ('OK')	font/ttf	etag:%2294f34bb0a95bf9659093a5ca29d8a5a9-ssl%22	https://minfotailwind.netlify.app/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-brands-400.ttf	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:25	747884/747884	---MCZ	200	added ('OK')	image/svg+xml	etag:%2281de21455dadc2d0ea9983b90bca8d8f-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-brands-400.svg	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:25	562970/562970	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%224924578ac53325afbcbf01680b806a6f-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-duotone-900.eot	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-duotone-900.eot	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:26	562970/562970	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%224924578ac53325afbcbf01680b806a6f-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-duotone-900.eot?	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-duotone-900d41d.eot	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:26	182080/182080	---M--	200	added ('OK')	font/woff2	etag:%22dc86d1198b192dfde2c1c6f9a3da565b-ssl%22	https://minfotailwind.netlify.app/assets/fonts/fa-duotone-900.woff2	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-duotone-900.woff2	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:27	258976/258976	---MCZ	200	added ('OK')	application/font-woff	etag:%22b9119fb0938fb27d9f52c3305233c143-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-duotone-900.woff	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-duotone-900.woff	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:29	489274/489274	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22484ecc75cd9894aa2ef3ca855cf2ce0f-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-light-300.eot?	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-light-300d41d.eot	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:31	184204/184204	---M--	200	added ('OK')	font/woff2	etag:%226b23a7d36c427662b2872acd6afc0fdf-ssl%22	https://minfotailwind.netlify.app/assets/fonts/fa-light-300.woff2	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-light-300.woff2	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:31	489274/489274	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22484ecc75cd9894aa2ef3ca855cf2ce0f-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-light-300.eot	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-light-300.eot	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:32	245416/245416	---MCZ	200	added ('OK')	application/font-woff	etag:%225e8778fabff6cd04d1066beafc732630-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-light-300.woff	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-light-300.woff	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:32	562672/562672	---M--	200	added ('OK')	font/ttf	etag:%22557801cc633b8cc55fd33e7a5779a2e7-ssl%22	https://minfotailwind.netlify.app/assets/fonts/fa-duotone-900.ttf	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-duotone-900.ttf	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:32	2660033/2660033	---MCZ	200	added ('OK')	image/svg+xml	etag:%2222cb75b119b10fcc296c278448d6c604-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-duotone-900.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-duotone-900.svg	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:33	488992/488992	---M--	200	added ('OK')	font/ttf	etag:%22e19d0eb692f1a76e71469e872a737605-ssl%22	https://minfotailwind.netlify.app/assets/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-light-300.ttf	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:34	450238/450238	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%227cc42d4a562857c31c05c81c1fccba93-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-regular-400.eot	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:34	2444593/2444593	---MCZ	200	added ('OK')	image/svg+xml	etag:%2259a425e8a19d5e86f34e1d83eaa9f906-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-light-300.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-light-300.svg	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:35	168824/168824	---M--	200	added ('OK')	font/woff2	etag:%2243d7c0088814c7aac23d8ac7bf629aaa-ssl%22	https://minfotailwind.netlify.app/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-regular-400.woff2	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:35	450238/450238	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%227cc42d4a562857c31c05c81c1fccba93-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-regular-400d41d.eot	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:36	224592/224592	---MCZ	200	added ('OK')	application/font-woff	etag:%22246169302d6371fcf785317ced2854d7-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-regular-400.woff	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:37	2182455/2182455	---MCZ	200	added ('OK')	image/svg+xml	etag:%22f1123aa8a543d8c4dff559ae7e107974-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-regular-400.svg	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:38	449944/449944	---M--	200	added ('OK')	font/ttf	etag:%22a444c3e5b86a9139b96b4b2367e6c996-ssl%22	https://minfotailwind.netlify.app/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-regular-400.ttf	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:38	384110/384110	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22c26b77194394398f88f8eefff22b3240-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-solid-900.eot	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:38	137104/137104	---M--	200	added ('OK')	font/woff2	etag:%22cbc4272a6e5d95114f8320fdadeee5e0-ssl%22	https://minfotailwind.netlify.app/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-solid-900.woff2	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:39	384110/384110	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22c26b77194394398f88f8eefff22b3240-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-solid-900d41d.eot	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:39	183368/183368	---MCZ	200	added ('OK')	application/font-woff	etag:%221287db02646432076184e3d677602366-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-solid-900.woff	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:39	383828/383828	---M--	200	added ('OK')	font/ttf	etag:%22142e9f5742c63afec95001bf247e05c7-ssl%22	https://minfotailwind.netlify.app/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-solid-900.ttf	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:40	1784910/1784910	---MCZ	200	added ('OK')	image/svg+xml	etag:%22cfadbd9cf4c5de378d7f5874d8f6909e-ssl-df%22	https://minfotailwind.netlify.app/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/fonts/fa-solid-900.svg	(from https://minfotailwind.netlify.app/assets/css/fontAwesome5Pro.css)
13:28:41	353049/353049	---M--	200	added ('OK')	image/png	etag:%22357a3647ab05873fa90a81c874d35005-ssl%22	https://minfotailwind.netlify.app/assets/img/portfolio/portfolio-img1-xl.png	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/portfolio/portfolio-img1-xl.png	(from https://minfotailwind.netlify.app/project-single)
13:28:42	76426/76426	---M--	200	added ('OK')	image/png	etag:%22606e96c8b4d099e3d7ec3f89eb58f254-ssl%22	https://minfotailwind.netlify.app/assets/img/portfolio/portfolio-img1-2.png	C:/My%20Web%20Sites/portfolio_website_4_light/minfotailwind.netlify.app/assets/img/portfolio/portfolio-img1-2.png	(from https://minfotailwind.netlify.app/project-single)
